1777470376,722749386,map,
1777470376,822848945,map,
1777470376,922730897,map,
1777470377,22717463,map,
1777470377,122690829,map,
1777470377,222676041,map,
1777470377,322756538,map,
1777470377,422733204,map,
1777470377,522767043,map,
1777470377,622861026,map,
1777470377,722470399,map,
1777470377,822639406,map,
1777470377,922594352,map,
1777470378,22801033,map,
1777470378,122706529,map,
1777470378,222877114,map,
1777470378,322720957,map,
1777470378,422690105,map,
1777470378,522695134,map,
1777470378,623858345,map,
1777470378,722585982,map,
1777470378,822649211,map,
1777470378,922789570,map,
1777470379,22756818,map,
1777470379,122805246,map,
1777470379,222677757,map,
1777470379,322881839,map,
1777470379,422878551,map,
1777470379,522714389,map,
1777470379,624020976,map,
1777470379,722487174,map,
1777470379,822681253,map,
1777470379,922441382,map,
1777470380,22813539,map,
1777470380,122604266,map,
1777470380,222629528,map,
1777470380,322746137,map,
1777470380,422717924,map,
1777470380,522745176,map,
1777470380,622929072,map,
1777470380,722778270,map,
1777470380,822814207,map,
1777470380,922617238,map,
1777470381,22778171,map,
1777470381,122750089,map,
1777470381,222718781,map,
1777470381,322567213,map,
1777470381,422751421,map,
1777470381,522781846,map,
1777470381,623727243,map,
1777470381,722833371,map,
1777470381,822555467,map,
1777470381,922687626,map,
1777470382,22790982,map,
1777470382,122824658,map,
1777470382,222641918,map,
1777470382,322799171,map,
1777470382,422768721,map,
1777470382,522921335,map,
1777470382,623276746,map,
1777470382,722674122,map,
1777470382,822665023,map,
1777470382,922730877,map,
1777470383,22704521,map,
1777470383,122436912,map,
1777470383,222453737,map,
1777470383,322946695,map,
1777470383,422545291,map,
1777470383,522607595,map,
1777470383,623222229,map,
1777470383,722558429,map,
1777470383,822563286,map,
1777470383,922459094,map,
1777470384,22924107,map,
1777470384,122676229,map,
1777470384,222903092,map,
1777470384,322661728,map,
1777470384,422747832,map,
1777470384,522788286,map,
1777470384,623177616,map,
1777470384,722615866,map,
1777470384,822496183,map,
1777470384,922485152,map,
1777470385,22795119,map,
1777470385,122570185,map,
1777470385,222708590,map,
1777470385,322724104,map,
1777470385,422830128,map,
1777470385,522662866,map,
1777470385,623157497,map,
1777470385,722611666,map,
1777470385,822656425,map,
1777470385,922739238,map,
1777470386,22598740,map,
1777470386,122863540,map,
1777470386,222497228,map,
1777470386,322765149,map,
1777470386,422768248,map,
1777470386,522514390,map,
1777470386,623531258,map,
1777470386,722702015,map,
1777470386,822859718,map,
1777470386,922746406,map,
1777470387,22776545,map,
1777470387,122818193,map,
1777470387,222657725,map,
1777470387,322774450,map,
1777470387,422830183,map,
1777470387,522545974,map,
1777470387,623223414,map,
1777470387,722313578,map,
1777470387,825074787,map,2.79235893557273,1.5119296356087086,0.0,0,0,0.8762407302856445,2.8686779676755467,-1.478794940725523,0.0,1,1,0.8728929162025452
1777470387,922285257,map,2.793925339404557,1.5084901607346177,0.0,0,0,0.9202307462692261,2.868391726920461,-1.4814132181802482,0.0,1,1,0.9179458022117615
1777470388,22600614,map,2.7953406286329328,1.5057531144100225,0.0,0,0,0.9316892027854919,2.8678382906352184,-1.4838326924104708,0.0,1,1,0.9297075271606445,7.876708832560625,1.6173854646679107,0.0,0,3,0.7001075744628906
1777470388,122643766,map,2.7981613582117624,1.5000063748354462,0.0,0,0,0.9460337162017822,2.8672003554889782,-1.4890447981952935,0.0,1,1,0.9444330334663391,7.797088384849346,5.41730673952721,0.0,0,2,0.6907690167427063,7.895003037322843,1.6111855694050092,0.0,0,3,0.7539249658584595
1777470388,222374127,map,2.799802488426747,1.4943609237188105,0.0,0,0,0.954462468624115,2.8675733473220837,-1.493477687124983,0.0,1,1,0.9530620574951172,7.7936347809377216,5.42085600021891,0.0,0,2,0.7342930436134338,7.914747657604945,1.6102249505123858,0.0,0,3,0.7902767658233643
1777470388,322347925,map,2.8002162079053345,1.492626103624873,0.0,0,0,0.957423985004425,2.868408019542927,-1.4947625243509768,0.0,1,1,0.9560970664024353,7.796685983060363,5.424238163888991,0.0,0,2,0.7513301372528076,7.921659284705631,1.6084306567262046,0.0,0,3,0.8044503927230835
1777470388,422613957,map,2.7990807545083105,1.496146835604422,0.0,0,0,0.9617608189582825,2.8731290874358355,-1.4909180740134227,0.0,1,1,0.9605849385261536,7.799805158931339,5.435207641896983,0.0,0,2,0.7790812849998474,7.944022459362238,1.6138036233393864,0.0,0,3,0.8267837762832642
1777470388,525386087,map,2.7939836526504673,1.5042373830211968,0.0,0,0,0.964751124382019,2.8784997796610616,-1.482958789207481,0.0,1,1,0.96368408203125,7.79466324538221,5.437469237888501,0.0,0,2,0.8010414838790894,7.955449509808805,1.619846866693051,0.0,0,3,0.8441175222396851
1777470388,623316752,map,2.7925411377804643,1.5076694482782758,0.0,0,0,0.9658797979354858,2.8801456563318735,-1.4795147797480301,0.0,1,1,0.9648827910423279,7.791395481151214,5.43594112609061,0.0,0,2,0.8103345632553101,7.961143689613095,1.6221847851477076,0.0,0,3,0.8513008952140808
1777470388,722843766,map,2.7921423441692355,1.510385556090861,0.0,0,0,0.9668209552764893,2.881164201301933,-1.476867065376659,0.0,1,1,0.9659001231193542,7.78789975545137,5.434450347419298,0.0,0,2,0.818683385848999,7.966429322467648,1.62435306290589,0.0,0,3,0.8577068448066711
1777470388,822634230,map,2.794770953977395,1.5140647164847443,0.0,0,0,0.9682559370994568,2.8811992459276308,-1.4734716950073983,0.0,1,1,0.9675188064575195,7.786792397358298,5.432881535174511,0.0,0,2,0.8328688740730286,7.975512822829031,1.6275065694153494,0.0,0,3,0.8686302900314331
